600649,CTKG,城投控股,19930518
600650,JJTZ,锦江投资,19930607
600651,FLYX,飞乐音响,19901219
600652,YJYX,游久游戏,19901219
600653,SHKG,申华控股,19901219
600654,ZAX,中安消,19901219
600655,YYSC,豫园商城,19920902
600657,XDDC,信达地产,19930524
600658,DZC,电子城,19930524
600660,FYBL,福耀玻璃,19930610
600661,XNY,新南洋,19930614
600662,QSKG,强生控股,19930614
600663,LJZ,陆家嘴,19930628
600664,HYGF,哈药股份,19930629
600665,TDY,天地源,19930709
600666,ARD,奥瑞德,19930712
600667,TJSY,太极实业,19930728
600668,JFJT,尖峰集团,19930728
600671,TMYY,天目药业,19930823
600673,DYGK,东阳光科,19930917
600674,CTNY,川投能源,19930924
600675,ZHQY,中华企业,19930924
600676,JYGF,交运股份,19930928
600677,HTTX,航天通信,19930928
600678,SCJD,四川金顶,19931008
600679,JSKF,金山开发,19931008
600680,SHPT,上海普天,19931018
600681,WHJT,万鸿集团,19931018
600682,NJXB,南京新百,19931018
600683,JTYT,京投银泰,19931025
600684,ZJSY,珠江实业,19931028
600685,ZCFW,中船防务,19931028
600686,JLQC,金龙汽车,19931108
600687,GTKG,刚泰控股,19931108
600688,SHSH,上海石化,19931108
600689,SHSM,上海三毛,19931108
600690,QDHE,青岛海尔,19931119
600691,*STYH,*ST阳化,19931119
600692,YTGF,亚通股份,19931119
600693,DBJT,东百集团,19931122
600694,DSGF,大商股份,19931122
600695,LTTZ,绿庭投资,19931122
600696,PTP,匹凸匹,19931206
600697,OYJT,欧亚集团,19931206
600698,HNTY,湖南天雁,19931206
600699,JSDZ,均胜电子,19931206
600701,GDGX,工大高新,19960528
600702,TPSD,沱牌舍得,19960524
600703,SAGD,三安光电,19960528
600704,WCZD,物产中大,19960606
600705,ZHZB,中航资本,19960516
600706,QJWL,曲江文旅,19960516
600707,CHGF,彩虹股份,19960520
600708,HBGF,海博股份,19960606
600710,*STCL,*ST常林,19960701
600711,STKY,盛屯矿业,19960531
600712,NNBH,南宁百货,19960626
600713,NJYY,南京医药,19960701
600714,JRKY,金瑞矿业,19960606
600715,*STSL,*ST松辽,19960701
